date,home_team,away_team,home_win_rate,away_win_rate,home_goals_avg,away_goals_avg,home_conceded_avg,away_conceded_avg,h2h_home_wins,matches_played_diff,label
1982-06-23,Argentina,El Salvador,0.6,0.0,2.0,0.2,0.7,4.0,0.5,26,1
1982-06-25,Germany,Austria,0.4,0.5,1.8,1.2,0.9,1.4,0.3333333333333333,29,1
1982-06-25,Spain,Northern Ireland,0.4,0.2857142857142857,1.1,1.0,1.1,1.5714285714285714,0.5,13,0
1982-06-28,Austria,France,0.5,0.3,1.2,1.9,1.3,1.8,1.0,-2,0
1982-06-28,Poland,Belgium,0.5,0.3,1.2,1.5,0.7,2.2,0.5,5,1
1982-06-29,Italy,Argentina,0.4,0.7,1.1,2.1,0.8,0.6,0.0,7,1
1982-07-01,Belgium,Russia,0.3,0.4,1.3,1.6,2.0,1.1,0.0,-9,0
1982-07-02,Argentina,Brazil,0.6,0.7,2.0,2.0,0.7,0.5,0.0,-22,0
1982-07-02,Spain,Germany,0.3,0.3,1.0,1.6,1.2,0.8,1.0,-30,0
1982-07-04,France,Northern Ireland,0.3,0.3333333333333333,1.4,1.1111111111111112,1.5,1.4444444444444444,1.0,15,1
1982-07-05,Italy,Brazil,0.4,0.8,1.1,2.2,0.8,0.5,0.6666666666666666,-16,1
1982-07-08,Poland,Italy,0.5,0.4,1.4,1.1,0.7,0.9,0.5,-22,0
1982-07-10,Poland,France,0.4,0.4,1.3,1.9,0.9,1.6,0.5,-6,1
1982-07-11,Italy,Germany,0.4,0.3,1.2,1.5,0.9,1.2,0.0,-11,1
1986-06-01,Spain,Brazil,0.3,0.8,0.9,2.4,1.0,0.8,0.5,-34,0
1986-06-02,Russia,Hungary,0.4,0.3,1.4,2.3,0.8,2.1,0.0,-5,1
1986-06-03,Mexico,Belgium,0.2,0.3,0.9,1.2,1.9,1.8,1.0,10,1
1986-06-03,Portugal,England,0.8333333333333334,0.6,2.8333333333333335,1.4,1.3333333333333333,0.7,1.0,-23,1
1986-06-06,Brazil,Algeria,0.8,0.5,2.4,1.5,0.8,1.5,0.5,54,1
1986-06-07,Northern Ireland,Spain,0.2,0.2,1.1,0.7,1.8,1.0,0.0,-13,0
1986-06-07,Poland,Portugal,0.4,0.8571428571428571,1.3,2.5714285714285716,0.8,1.1428571428571428,0.5,15,1
1986-06-08,Germany,Scotland,0.3,0.3,1.7,1.6,1.6,1.6,0.5,40,1
1986-06-09,Hungary,France,0.3,0.5,2.1,2.1,2.3,1.4,1.0,2,0
1986-06-10,Argentina,Bulgaria,0.5,0.0,2.1,1.0,1.0,2.2,1.0,22,1
1986-06-10,South Korea,Italy,0.0,0.4,0.5,1.5,5.0,1.0,0.5,-41,0
1986-06-11,England,Poland,0.4,0.4,0.9,1.3,0.6,0.8,0.5,8,1
1986-06-11,Portugal,Morocco,0.75,0.0,2.25,0.4,1.125,1.2,0.5,3,0
1986-06-12,Algeria,Spain,0.4,0.3,1.2,0.8,1.4,0.9,0.5,-20,0
1986-06-12,Northern Ireland,Brazil,0.2,0.8,1.1,2.2,1.7,0.8,0.5,-47,0
1986-06-15,Mexico,Bulgaria,0.4,0.0,1.2,1.0,1.8,2.1,0.5,12,1
1986-06-15,Russia,Belgium,0.5,0.3,1.8,0.9,0.6,1.5,0.0,10,0
1986-06-16,Argentina,Uruguay,0.6,0.1,2.3,0.5,1.0,1.8,1.0,5,1
1986-06-16,Brazil,Poland,0.9,0.4,2.5,1.2,0.8,0.8,0.6666666666666666,36,1
1986-06-17,Italy,France,0.5,0.5,1.7,2.1,1.0,1.3,0.0,16,0
1986-06-17,Morocco,Germany,0.16666666666666666,0.4,0.8333333333333334,1.5,1.1666666666666667,1.4,1.0,-51,0
1986-06-18,Denmark,Spain,1.0,0.4,3.0,1.0,0.3333333333333333,0.7,0.5,-23,0
1986-06-18,England,Paraguay,0.5,0.3,1.2,1.6,0.5,2.2,0.5,22,1
1986-06-22,Argentina,England,0.6,0.5,1.8,1.4,1.0,0.5,0.5,5,1
1986-06-25,Argentina,Belgium,0.6,0.4,1.7,1.3,1.0,1.4,0.0,20,1
1986-06-25,France,Germany,0.5,0.4,1.9,1.1,1.0,1.1,0.5,-27,0
1986-06-28,France,Belgium,0.5,0.3,1.8,1.2,1.1,1.6,1.0,13,1
1986-06-29,Argentina,Germany,0.7,0.4,1.9,1.2,0.9,1.1,0.0,-20,1
1990-06-08,Argentina,Cameroon,0.7,0.0,1.8,0.3333333333333333,1.0,0.3333333333333333,0.5,38,0
1990-06-09,Italy,Austria,0.5,0.4,1.7,1.0,1.2,1.3,0.5,24,1
1990-06-09,Russia,Romania,0.4,0.25,1.9,1.5,1.0,2.125,0.5,20,0
1990-06-10,Brazil,Sweden,0.8,0.3,2.5,0.9,0.7,0.9,0.5,34,1
1990-06-10,Germany,Yugoslavia,0.4,0.2,1.4,1.4,1.4,1.0,0.75,33,1
1990-06-10,United States,Czechoslovakia,0.42857142857142855,0.2,1.7142857142857142,1.0,3.0,1.8,0.5,-18,0
1990-06-12,Belgium,South Korea,0.2,0.0,1.3,0.8,2.0,4.6,0.5,16,1
1990-06-13,Argentina,Russia,0.6,0.4,1.6,1.9,1.1,1.1,0.5,13,1
1990-06-14,Cameroon,Romania,0.25,0.3333333333333333,0.5,1.5555555555555556,0.25,1.8888888888888888,0.5,-5,1
1990-06-14,Italy,United States,0.6,0.375,1.7,1.625,1.1,3.25,1.0,40,1
1990-06-14,Yugoslavia,Colombia,0.2,0.25,1.5,1.75,1.3,2.75,0.0,25,1
1990-06-15,Austria,Czechoslovakia,0.3,0.3,0.9,1.4,1.4,1.6,1.0,-2,0
1990-06-16,Sweden,Scotland,0.2,0.2,0.9,1.4,1.1,1.8,0.5,11,0
1990-06-17,Belgium,Uruguay,0.3,0.0,1.4,0.4,1.9,1.8,0.5,-12,1
1990-06-17,South Korea,Spain,0.0,0.4,0.6666666666666666,1.4,4.166666666666667,0.8,0.5,-23,0
1990-06-18,Cameroon,Russia,0.4,0.4,0.8,1.8,0.4,1.1,0.5,-25,0
1990-06-19,Austria,United States,0.3,0.3333333333333333,0.9,1.4444444444444444,1.4,3.0,0.5,16,1
1990-06-19,Italy,Czechoslovakia,0.7,0.3,1.7,1.4,1.0,1.6,1.0,22,1
1990-06-20,Brazil,Scotland,0.8,0.3,2.2,1.5,0.6,1.6,0.5,45,1
1990-06-21,Belgium,Spain,0.4,0.4,1.7,1.5,1.7,0.8,0.0,-7,0
1990-06-21,England,Egypt,0.3,0.0,0.9,1.0,0.4,1.6666666666666667,0.5,33,1
1990-06-21,South Korea,Uruguay,0.0,0.0,0.7142857142857143,0.4,4.0,1.8,0.5,-28,0
1990-06-23,Cameroon,Colombia,0.3333333333333333,0.16666666666666666,0.6666666666666666,1.3333333333333333,1.0,2.1666666666666665,0.5,0,1
1990-06-23,Czechoslovakia,Costa Rica,0.2,0.6666666666666666,1.1,1.0,1.7,0.6666666666666666,0.5,25,1
1990-06-24,Brazil,Argentina,0.8,0.7,1.9,1.7,0.6,0.7,0.0,21,0
1990-06-24,Germany,Netherlands,0.5,0.3,1.8,1.7,1.0,1.2,0.5,45,1
1990-06-25,Italy,Uruguay,0.7,0.1,1.7,0.5,0.9,1.7,0.0,14,1
1990-06-26,England,Belgium,0.3,0.4,0.9,1.8,0.4,1.8,0.0,13,1
1990-06-26,Spain,Yugoslavia,0.5,0.3,1.7,1.1,0.8,1.4,1.0,0,0
1990-06-30,Italy,Republic of Ireland,0.7,0.0,1.6,0.5,0.7,0.5,0.5,47,1
