date,home_team,away_team,home_win_rate,away_win_rate,home_goals_avg,away_goals_avg,home_conceded_avg,away_conceded_avg,h2h_home_wins,matches_played_diff,home_rank,away_rank,rank_diff,label
2014-06-18,Cameroon,Croatia,0.1,0.3,0.6,1.1,1.4,1.2,0.5,7,56.0,18.0,-38.0,0
2014-06-18,Australia,Netherlands,0.2,0.7,0.9,1.7,1.8,0.8,0.5,-33,62.0,15.0,-47.0,0
2014-06-18,Spain,Chile,0.7,0.3,1.1,1.3,1.0,1.7,0.0,27,1.0,14.0,13.0,0
2014-06-19,Uruguay,England,0.3,0.4,1.5,1.0,1.4,0.9,0.0,-12,7.0,10.0,3.0,1
2014-06-19,Colombia,Ivory Coast,0.3,0.4285714285714285,1.0,1.5714285714285714,1.2,1.4285714285714286,0.5,7,8.0,23.0,15.0,1
2014-06-20,Honduras,Ecuador,0.0,0.375,0.2857142857142857,1.0,1.2857142857142858,1.25,0.5,-1,33.0,26.0,-7.0,0
2014-06-20,Italy,Costa Rica,0.5,0.3,1.6,1.4,0.8,2.2,0.5,70,9.0,28.0,19.0,0
2014-06-20,Switzerland,France,0.4,0.5,0.7,1.3,0.7,0.7,0.0,-25,6.0,17.0,11.0,0
2014-06-21,Argentina,Iran,0.7,0.1,2.1,0.6,0.9,1.8,0.5,61,5.0,43.0,38.0,1
2014-06-22,South Korea,Algeria,0.2,0.2,1.2,0.7,1.7,1.4,0.5,19,57.0,22.0,-35.0,0
2014-06-22,Belgium,Russia,0.2,0.3,1.3,1.6,1.5,1.5,0.25,-1,11.0,19.0,8.0,1
